"id","title","title_en","author","author_en","description","description_en","rating","age","age_en","genre","genre_en","date","completed","free","link"
459545,"당신만 몰라!","You're the only one who doesn't know!","유리아","Yuria","여자에겐 사랑하는 사람에게 목숨걸고 숨겨야 하는 것들이 있다!달콤살벌 그녀들의 비밀 이야기, '당신만 몰라!'","There are things that women must hide from their loved ones at the risk of their lives! The sweet and thrilling story of their secrets, 'Only You Don't Know!'",9.96,"12세 이용가","12+","스토리, 로맨스","story, romance","2017.10.03 23:20",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=459545"
738194,"당신의 과녁","your target","고태호","Go Tae-ho","모든 것을 잃어버린 17년. 그래도 아직... 살아있다.나를 살인자라 손가락질한 당신들은... 무죄입니까?","17 years of losing everything. And yet... I'm still alive. Those of you who pointed your fingers at me and called me a murderer... are you innocent?",9.96,"15세 이용가","15+","스토리, 드라마","story, drama","2021.06.09 23:12",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=738194"
804372,"당신의 소유주","your owner","트루 / 송민선","True / Song Min-seon","잘 나가는 연기파 배우에서 나락으로 떨어진 소유주.그녀에게 남자 라푼젤 한태경이거액의 돈과 함께 약혼녀 연기를 제안한다.연기만 잘하고 쿨하게 헤어지려 했건만,이 남자... 연기를 너무 잘한다?“아무 생각도 하지 마. 나한테만 집중해.”연기와 현실 사이 흔들리는 유주.“나는 노선을 정했거든. 소유주. 너로.”당신의 소유주가 될 수 있을까?","From a successful actress to an owner who fell into the abyss. A man named Rapunzel, Han Tae-kyung, offers her a large sum of money and the role of his fiancée. She was just trying to act well and break up coolly, but this man... is he too good at acting? “Don’t think about anything. Just focus on me.” Yoo-joo wavers between acting and reality. “I’ve decided on a path. Owner. With you.” Can I become your owner?",9.76,"15세 이용가","15+","스토리, 로맨스","story, romance","2022.12.29 21:00",FALSE,TRUE,"https://comic.naver.com/webtoon/list?titleId=804372"
780266,"당신의 여자가 되고 싶어요","I want to be your woman","팀아가페 / 별규","Team Agape / Byulgyu","성하윤 마음 속 갖고싶은 남자 1위, 문신휘!다정하지만 연애에 있어서 만큼은 철벽남 신휘를 얻기 위한계략녀 하윤의 맹랑 발칙한 계획들이 펼쳐진다.생각은 짧게. 행동은 빠르게!철옹성을 함락하기 위한 고군분투 로맨스","The number one man that Sung Ha-yoon wants in her heart, Moon Shin-hwi! The reckless and bold plans of Ha-yoon, a scheming woman, to get Shin-hwi, who is affectionate but is an ironclad man when it comes to love, unfold. Think short. Act fast! A romance of struggle to take down an iron fortress.",9.37,"12세 이용가","12+","스토리, 로맨스","story, romance","2022.09.17 22:53",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=780266"
741150,"당신의 향수","your perfume","호우","downpour","향기를 타고 잊지 못하는 순간으로 다시 한 번 돌아갈 수 있다면? 그리운 순간의 향기를 향수로 만드는 조향사 J와 그 향기에 이끌려 찾아오는 손님들의 이야기. 당신의 향수.","What if you could travel back to an unforgettable moment through scent? The story of perfumer J, who turns the scent of a nostalgic moment into perfume, and the customers who come to visit, drawn by that scent. Your perfume.",9.98,"전체연령가","all ages","옴니버스, 드라마","omnibus, drama","2021.06.15 23:12",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=741150"
784518,"대공님, 실수였어요!","Your Highness, it was a mistake!","시세Sisse, 이정은 / 조이뿅","Sisse, Lee Jung-eun / Joy Pyong","짝사랑하는 대공님을 실수로 납치해버렸다!이 일을 수습해 줄 테니 계약 연애를 하자는 대공님의 제안을, 덜컥 받아들였는데…….“비비안. 키스해도 됩니까?”네? 우리 연애 시작하자마자 키스하는 건가요?“키스하고, 그다음 진도도 나가고, 저랑 결혼하죠, 비비안.”……큰일 났다. 아무래도 대공님이 제정신이 아닌 것 같은데……!이 연애, 정말 괜찮은 걸까!","I accidentally kidnapped the Grand Duke whom I have a crush on! I accepted the Grand Duke's offer to settle this matter and have a contractual relationship, but... ""Vivian. Can I kiss you?"" Huh? Are we going to kiss right after we start dating? ""After we kiss, and after we progress further, you will marry me, Vivian.""... ... I'm in big trouble. It seems like the Grand Duke is not in his right mind... ... ! Is this relationship really okay!",9.86,"전체연령가","all ages","스토리, 로맨스","story, romance","2022.12.26 22:50",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=784518"
773640,"대디고라운드","Daddy Go Round","희나리","Heenari","승미는 어렸을 때 부모님이 이혼한 뒤 연락이 끊긴 아빠, 민석을 우연히 다시 만나게 된다.그 동안 잊고 지냈던 아빠라는 사람에 대한 호기심 때문에 적극적으로 친해지려 노력하는 승미. 하지만 새로 만난 아빠에게서 전형적인 아버지상은 찾아볼 수 없다. 이런 저런 이유로 오해가 생기기도 하고 서운한 감정도 생기지만 왠지 아빠와 지내는 시간들이 즐겁고 행복하다.","Seungmi accidentally meets her father, Minseok, whom she lost contact with after her parents divorced when she was young. Out of curiosity about the father she had forgotten, Seungmi actively tries to become close to him. However, she cannot find a typical father figure in her new father. For various reasons, misunderstandings arise and feelings of resentment arise, but somehow the time she spends with her father is enjoyable and happy.",8.99,"","","스토리, 드라마","story, drama","2021.06.28 10:00",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=773640"
769551,"대신 심부름을 해다오","Run an errand for me instead","고아라","Go Ara","요괴도 있고 사랑도 있고 비밀도 있는 마을, 의양리. 이곳에서 나고 자란 은호는 스무살이 되었고산 속에서 20년 동안 잠들어있던 도깨비가 깨어났다. 은호의 소중한 친구를 지키기 위해서는 할 일이 있다는데...?가까워지는 인연들에 대한 따뜻한 감성 판타지!","Uiyang-ri, a town with monsters, love, and secrets. Eun-ho, who was born and raised here, is now twenty years old, and a goblin who has been sleeping in the mountains for 20 years has awakened. In order to protect Eun-ho's precious friend, there is work to be done...? A warm emotional fantasy about relationships that become close!",9.97,"전체연령가","all ages","스토리, 드라마","story, drama","2022.12.26 22:53",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=769551"
803767,"대위님! 이번 전쟁터는 이...","Captain! This battlefield is...","비터버 / 리묘","Bitter / Limyo","대한민국의 내로라 하는 엘리트 특전사 대위 이윤아.뼛속까지 군인인 그녀의 인생에 로맨스 따위는 없었다. 그러나 해외파병 중 포탄을 맞고 정신을 잃은 그녀 앞에 전혀 다른 세상이 펼쳐진다. 친구가 쓴 로맨스 판타지 소설에 빙의된 것!그것도 비루한 삶을 살아가는 엑스트라 '로잘리'가 되어. 깊은 한숨을 내쉬며 머리를 짚는 것도 잠깐, 그녀는 이곳을 전쟁터라 여기고 삶을 바꾸기로 한다. ""여긴 계급사회지. 내가 군대라는 계급사회는 질릴 정도로 체험을 했거든."" 절대적 카리스마로 공작가를 정복해나가는 대위님!하지만 의도치 않게 로맨스까지 휘어잡게 되는데…. ""공작, 황태자를 꿇린 소감이 어때? 황제 폐하를 제외하고 처음으로 누군가한테 무릎 꿇은 건데."" 원작 남주인공은 여주인공이 아닌 그녀에게 무릎까지 꿇는다.사랑은 안중에도 없었던 대위님, 이번 전쟁터에서도 승리할 수 있을까?","South Korea's elite special forces captain Lee Yoon-ah. A soldier to the core, she had no romance in her life. However, a completely different world unfolds before her when she loses consciousness after being hit by a shell during an overseas deployment. She is possessed by a romance fantasy novel written by her friend! She becomes an extra living a miserable life, 'Rosalie'. She sighs deeply and puts her head on her head for a moment, but she thinks of this place as a battlefield and decides to change her life. ""This is a class society. I've experienced the class society of the military to the point where it's sickening."" The captain conquers the duke's family with absolute charisma! However, she unintentionally gets caught up in romance... ""Duke, how do you feel about getting the crown prince to kneel? It's the first time I've kneeled to someone besides His Majesty the Emperor."" The original male protagonist kneels to her, not the female protagonist. The captain, who never cared about love, will he be able to win this battle?",9.89,"전체연령가","all ages","스토리, 로맨스","story, romance","2022.12.29 22:30",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=803767"
675822,"대작","Masterpiece","범우","Rain","천재 신인작가와 그를 쫓는 이들의 숨막히는 이야기","A breathtaking story of a genius new writer and those who chase him.",9.93,"전체연령가","all ages","스토리, 스릴러","story, thriller","2017.01.24 23:13",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=675822"
797184,"대충 캠퍼스로맨스임","It's basically a campus romance.","공철진","Gong Cheol-jin","평범한 대학생 하윤. 갑자기 떠난 여행에서 강온을 마주친다. 강온은 하윤에게 한눈에 반하여 고백을 하지만, 하윤은 그를 거절한다. 그리고  다신 볼 일 없을 것이라 생각했던 둘은 학교 동아리 모집기간에 재회하게 되는데..! 어라? 어쩌다보니 동아리 '그대'에 같이 들어가고, 에? '그대'의 회장 지일 마저 하윤을 좋아한다고?! ㅋㅋ이거 망상 아님. 진짜임.","Ordinary college student Ha-yoon. She suddenly meets Kang-on during a trip. Kang-on falls in love with Ha-yoon at first sight and confesses to her, but Ha-yoon rejects him. The two, who thought they would never see each other again, meet again during the school club recruitment period...! Huh? Somehow they end up joining the club 'You' together, and what? Even the president of 'You', Ji-il, likes Ha-yoon?! Haha, this isn't a fantasy. It's real.",9.97,"15세 이용가","15+","스토리, 로맨스","story, romance","2022.12.30 22:57",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=797184"
729089,"대표님이 구독하셨습니다","The representative has subscribed","신지원 / 한혜린","Shin Ji-won / Han Hye-rin","유명 로맨스 작가 하윤서. 우연히 <미라클 스토리>의 대표 백승혁을 만나 첫눈에 반해 벌어지는 은밀한 로맨스 코미디!","Famous romance writer Ha Yoon-seo. A secret romantic comedy that unfolds as she coincidentally meets Baek Seung-hyeok, the CEO of <Miracle Story>, and falls in love at first sight!",9.52,"12세 이용가","12+","스토리, 로맨스","story, romance","2020.05.14 23:03",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=729089"
790713,"대학원 탈출일지","Graduate School Escape Journal","요다","Yoda","연구에 꿈을 가지고 대학원을 선택한 병아리 요다.예상과는 다르게 연구에 관심 없는 교수님과 똥군기의 연구실 분위기에 당황한다.요다는 과연 무사히 대학원을 탈출할 수 있을 것인가?!","Yoda, a young boy who chose graduate school with a dream of research. Contrary to expectations, he is bewildered by the professor's lack of interest in research and the shitty atmosphere in the lab. Will Yoda be able to escape graduate school safely?!",9.97,"전체연령가","all ages","에피소드, 일상","episode, daily","2022.12.29 22:59",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=790713"
679519,"대학일기","College diary","자까","To sleep","로망이 꽃피는 캠퍼스는 없다.극사실주의에 기반한 너무나 현실적인 우리의 대학일기","There is no campus where romance blooms. Our college diary is so realistic based on hyper-realism.",9.97,"전체연령가","all ages","에피소드, 개그","episode, gag","2019.03.20 23:26",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=679519"
552960,"더 게이머","The Gamer","성상영 / 상아","Seong Sang-young / Sang-ah","이유도 모른 채 현실이 게임처럼 뒤바뀐다면 어떻게 될까?레벨이 오르고, 스테이터스를 올릴 수 있다면?게임이 되어 버린 현실 속 모험기!","What if reality were to change into a game for no apparent reason? What if you could level up and improve your status? An adventure in a reality that has become a game!",8.51,"전체연령가","all ages","스토리, 판타지","story, fantasy","2022.12.29 22:58",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=552960"
769802,"더 나우","The Now","이니","Ini","10년 전의 순진한 나를 만났다.""내가 다 고쳐줄게, 우리 인생""과거 사건으로 인한 트라우마로 결국 28살에 스스로 죽음을 택한 '권지금'그러나 정신차려보니 끔찍한 '그 일'이 발생하기 직전인 10년 전 과거로 돌아와있고,열 살 어린 자기자신과 마주하게 되는데...그녀는 행복해질 수 있을까?","I met my innocent self from 10 years ago. ""I'll fix everything, our lives."" Kwon Ji-geum, who chose suicide at the age of 28 due to trauma from a past incident, but when she came to her senses, she returned to the past 10 years ago, just before the terrible 'thing' happened, and faced her 10-year-younger self... Will she be able to be happy?",9.91,"15세 이용가","15+","스토리, 스릴러","story, thriller","2022.09.23 23:01",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=769802"
736989,"더 복서","The Boxer","정지훈","Jeong Ji-hoon","재능있는 복서를 찾던 전설적인 트레이너 K는 기묘한 소년을 발견한다.그의 충격적인 재능은 과연 축복일까, 저주일까?!","Legendary trainer K, who was looking for a talented boxer, discovers a strange boy. Is his shocking talent a blessing or a curse?!",9.91,"15세 이용가","15+","스토리, 스포츠","story, sports","2022.06.15 22:59",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=736989"
786987,"더 퀸즈","The Queens","청민 / 이수현","Cheongmin / Lee Suhyun","""사람은 사람을 믿을 수 있는가""아동납치와 마약 제조를 일삼는 악명높은 미국의 거대 마피아 '삼부카'그들에 맞서기 위해 대한민국의 대재벌 원미호는 불로불사 소녀 강숙희, 마피아 출신 릴리아를 섭외하여 '퀸즈'를 결성한다. 퀸즈는 삼부카와의 전쟁에서 승리할 수 있을 것인가? 재벌X초인X전직 마피아, 세 여자의 뜨거운 액션!","""Can you trust another person?"" The infamous American giant mafia 'Sambucca' is involved in child kidnapping and drug manufacturing. To stand against them, South Korea's conglomerate Won Mi-ho recruits the immortal girl Kang Sook-hee and former mafia member Lilia to form 'Queens'. Will Queens be able to win the war against Sambuca? A conglomerate X a superhuman X a former mafia, three women's hot action!",9.44,"15세 이용가","15+","스토리, 액션","story, action","2022.09.27 22:51",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=786987"
747637,"더 트웰브","The Twelve","공현곤","Gong Hyun-gon","수천년 전 조상들의 경주로 정해진 12인의 운명. 자리를 지키려는 1등과 바꾸려는 12등의 살벌한 대결!","The fate of 12 people decided by a race of ancestors thousands of years ago. A fierce battle between the 1st place who wants to keep his place and the 12th place who wants to change it!",9.94,"15세 이용가","15+","스토리, 스릴러","story, thriller","2021.07.13 23:13",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=747637"
803794,"더 해머","The Hammer","스튜디오M / 멘수 / Painkiller","Studio M / Mensu / Painkiller","마왕군 7군단장의 머리통을 최후의 일격으로 깨버린 뒤, 죽을 위기에 처한 '타이니'. 인류의 멸망을 막을 수 없는 절망적인 상황에서 유일하게 숨이 붙어있던 전우, '검제'는 가보의 힘을 이용해 타이니를 회귀시킨다.대륙 최고의 기사에서 빈민가 고아로 돌아와버린 타이니는 전생엔 없던 새로운 힘을 얻으며 강한 잠재력을 갖게 된다.이번 생은 과연, 인류의 멸망을 막을 수 있을까?","After smashing the head of the Demon King's 7th Army Commander with the final blow, Tiny is in danger of death. In a desperate situation where he cannot prevent the destruction of humanity, his only surviving comrade, the Sword Emperor, uses the power of his family tree to regress Tiny. Tiny, who returned from being the greatest knight on the continent to an orphan in the slums, gains new powers he never had in his previous life and gains great potential. Will he be able to prevent the destruction of humanity in this life?",9.84,"12세 이용가","12+","스토리, 판타지","story, fantasy","2022.12.30 22:30",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=803794"
769663,"더블클릭","Double click","김장훈,박수봉 / 박수봉","Kim Jang-hoon, Park Soo-bong / Park Soo-bong","악명 높은 난이도를 가진 게임의 세계 랭킹 1위였던 지호.서비스 종료된 줄만 알았던 그 게임이 새롭게 돌아왔다!지호는 다시 한번 랭킹 1위를 꿈꾸며 게임 동아리에 입부한다.오랜만에 게임을 해도 살아있는 감각. 하지만 게임이 새롭게 변하면서 예상치 못한 약점이 생긴다.강한 상대를 마주할수록 열정이 끓어오르는 주인공의 프로게이머 도전기!","Jiho, who was ranked #1 in the world in a game with a notorious difficulty level. The game that was thought to have ended has returned with a new twist! Jiho joins a gaming club with the dream of becoming #1 once again. Even though it has been a long time since he played a game, he still feels alive. However, as the game changes, an unexpected weakness appears. The story of the protagonist's challenge to become a professional gamer, whose passion boils over as he faces stronger opponents!",9.91,"전체연령가","all ages","스토리, 액션","story, action","2022.12.25 22:57",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=769663"
758439,"던전 씹어먹는 아티팩트","Dungeon-eating artifact","엄키 / 제로워터","Umki / Zero Water","“내가 이 아티팩트를 만진 순간 너희도 끝장난 거야!” 억울하게 죽은 던전 탐험가, 재앙급 아티팩트와 함께 사이다 복수극 시작! 죽음의 문턱을 넘어 두 번째 기회를 거머쥔 스테치 아텔리어. 그가 ‘메멘토 모템’의 공생자로 기나긴 복수의 여정을 시작한다.","“The moment I touch this artifact, you are finished!” The dungeon explorer who died unjustly begins his revenge story with a disaster-level artifact! Stetch Atelier, who has crossed the threshold of death and gained a second chance. He begins a long journey of revenge as a symbiosis of ‘Memento Mortem’.",9.91,"12세 이용가","12+","스토리, 판타지","story, fantasy","2022.12.28 22:55",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=758439"
628998,"데드데이즈(DEAD DAY...","DEAD DAYS...","DEY","DEY","좀비성 바이러스가 퍼진 세계. 4일 후의 이야기.살고싶은 본능, 살리고 싶은 마음 그리고 이기적인 욕망.살아남은 자들의 숨막히는 생존기","A world where a zombie virus has spread. A story of 4 days later. The instinct to live, the desire to save, and selfish desires. A breathtaking survival story of the survivors.",9.97,"15세 이용가","15+","스토리, 스릴러","story, thriller","2015.10.31 23:24",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=628998"
713975,"데드라이프","Dead life","후렛샤 / 임진국","Furessha / Imjin country","지능을 가진 좀비,세상을 파멸시킬 것인가 구원할 것인가.","Intelligent zombies, will they destroy the world or save it?",9.64,"15세 이용가","15+","스토리, 액션","story, action","2020.10.11 23:04",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=713975"
753478,"데드퀸","dead queen","김규삼","Kim Kyu-sam","절망에 빠져 죽음이 임박했을때, 진짜 여왕이 재림한다!하이브 세계관의 장대한 끝, 데드퀸","When you are in despair and death is imminent, the real queen returns! The grand finale of the Hive world, Dead Queen",9.96,"15세 이용가","15+","스토리, 판타지","story, fantasy","2022.12.29 22:56",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=753478"
692512,"데모니악","Demoniac","후렛샤 / 김홍태","Furessha / Kim Hongtae","귀신을 믿지 않는 퇴마사와악령을 쫓아 지구 반대편에서 온 사제.<빙의>와 <마야고>의 모든 미스터리가 풀린다.","An exorcist who doesn't believe in ghosts and a priest from the other side of the world who comes to chase away evil spirits. All the mysteries of <Possession> and <Mayago> are solved.",9.95,"15세 이용가","15+","스토리, 스릴러","story, thriller","2017.11.20 23:21",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=692512"
753842,"데빌샷","Devil Shot","CTK","CTK","죽음을 마주한 순간,지하세계의 왕과 계약했다.","The moment he faced death, he made a contract with the king of the underworld.",9.97,"15세 이용가","15+","스토리, 판타지","story, fantasy","2022.12.24 22:58",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=753842"
753381,"데빌카운터","Devil Counter","해밀k / 김학영","hamil k / kim hak young","악마숭배자들의 악마 소환 의식이 시작되는 어느 마을의 성전. 바티칸의 구마사제 ‘카일'이 의식을 막고 성전을 통째로 날려버린다.다혈질의 성격과 폭력적인 사제활동으로 인해 ’카일‘은 고스트 컴퍼니로 근신을 처하게 되는데···. 악마와 싸우는 고스트 컴퍼니의 활약이 시작된다!","A temple in a village where a ritual to summon demons by demon worshippers begins. The Vatican's exorcist priest 'Kyle' stops the ritual and blows up the entire temple. Due to his hot-tempered personality and violent priestly activities, 'Kyle' is sent to Ghost Company for confinement... The activities of Ghost Company, which fights demons, begin!",8.87,"15세 이용가","15+","스토리, 액션","story, action","2020.09.14 00:00",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=753381"
800039,"데스코드","Death Code","버퍼링 / 임동규","Buffering / Dong-gyu Lim","친구들에게 괴롭힘을 당해 자존감이 바닥인 경민은어느날갑자기 투표로 사람을 죽일 수 있는 ‘데스코드’ 채팅방에 초대된다.익명으로 채팅방에서 벌어지는 사형 투표!채팅방안에 초대된 익명의 참가자들은 각자의 이유로 사람들을 죽이는 데 혈안이 된다.하지만 채팅 참가자 중 한 명이 사형 대상이 되고,그 이후 ‘데스코드’채팅방참가자들은 서로의 정체를 밝히려 발버둥치기 시작하는데…서로가 서로를 죽이지 않으면 끝나지 않을 살인 게임이 시작된다!","Kyung-min, who has low self-esteem due to being bullied by his friends, is suddenly invited to a 'Deathcode' chat room one day where he can kill people by voting. A death penalty vote that takes place anonymously in a chat room! The anonymous participants invited to the chat room become obsessed with killing people for their own reasons. However, one of the chat participants is targeted for the death penalty, and after that, the 'Deathcode' chat room participants begin to struggle to reveal each other's identities... A killing game that will not end unless they kill each other begins!",9.76,"15세 이용가","15+","스토리, 스릴러","story, thriller","2022.12.29 22:00",FALSE,TRUE,"https://comic.naver.com/webtoon/list?titleId=800039"
720116,"데우스 엑스 마키나","Deus Ex Machina","꼬마비","Little Bee","신은 어디에나 있다","God is everywhere",9.93,"12세 이용가","12+","에피소드, 드라마","episode, drama","2019.07.13 23:15",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=720116"
745186,"데이빗","David","d몬","dmon","시골 농장 데이빗의 자아를 찾기 위한 여정.사람은 무엇으로 정의하는가","David's journey to find his identity on a country farm. What defines a person?",9.92,"12세 이용가","12+","스토리, 드라마","story, drama","2020.06.27 23:01",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=745186"
752462,"데이즈","Days","양수","Positive","대한민국 최고 재벌가의 첫째 아들이자 집안의 망나니 ‘한지한’은 오늘도거하게 취했다. 오랜만에 아버지의 부름을 받고 집으로 갔지만그 곳에는 아버지와 동생의 시체, 홀로 살아 있는 막내 ‘한지훈’만이 있었다.어제까지 어리광 부리던 막내가 수많은 경찰들 앞에서 손가락을 들어‘한지한’을 범인으로 지목하는데?!","The eldest son of the richest family in South Korea and the family's loser, 'Han Ji-han', is drunk again today. He went home after receiving a call from his father for the first time in a long time, but there were only the corpses of his father and younger brother, and the youngest son, 'Han Ji-hoon', who was alive alone. The youngest son, who had been acting spoiled until yesterday, points his finger at 'Han Ji-han' as the culprit in front of numerous police officers?!",8.23,"전체연령가","all ages","스토리, 스릴러","story, thriller","2022.06.18 22:59",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=752462"
119874,"덴마","Denmark","양영순","Yang Yeong-sun","특수능력을 지닌 악당 덴마가꼬마의 몸에 갇혀 우주택배 업무를 하며 겪는 기상천외한 모험이야기.","A story of extraordinary adventures experienced by a villain with special abilities, Denma, who is trapped in the body of a child and works as a space deliveryman.",9.54,"15세 이용가","15+","옴니버스, 판타지","omnibus, fantasy","2019.12.29 20:31",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=119874"
778963,"덴큐","Thank you","백감독","Director Baek","특수능력을 지닌 악당 덴마가 꼬마의 몸에 갇혀 겪는 모험...의끝나지 않은 이야기.","The never-ending story of the adventures of Denma, a villain with special abilities, trapped in the body of a child.",9.81,"15세 이용가","15+","스토리, 판타지","story, fantasy","2022.12.26 22:56",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=778963"
774087,"도깨비 고개","Goblin Pass","이뫄","This is it","낙엽 사이의 붉은 보석과 여름 햇살로 사라진 친구.꽃봉오리 속 비밀을 숨긴 이와 첫눈을 기다리던 남자.이들이 원하는 건 나일까, 나를 죽이는 것일까.뒤섞인 계절들로 이어지는 네 가지의 단편 이야기.","A red jewel among fallen leaves and a friend lost in the summer sunlight. A person hiding a secret in a flower bud and a man waiting for the first snow. Do they want me or do they want to kill me? Four short stories that lead to mixed seasons.",9.86,"12세 이용가","12+","옴니버스, 판타지","omnibus, fantasy","2021.09.09 22:57",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=774087"
800618,"도깨비 부른다","Calling a goblin","WEBANGSANG","WEB STORY","국내 최대 마약상 <귀사회>귀사회를 중심으로 다섯 명의 아이들이 모이게 된다.그들은 각자 다른 목적을 위해 귀사회의 돈을 노리게 되지만,결국 잔혹한 진실을 마주하며 세상을 구하려 한다.","Five children gather around the largest drug dealer in the country, <Gwisaehoe>. They each aim for the society's money for their own purposes, but eventually face the cruel truth and try to save the world.",9.93,"15세 이용가","15+","스토리, 판타지","story, fantasy","2022.12.25 22:56",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=800618"
737839,"도롱이","Dorongi","사이사","Saisa","유일무이 이무기 백정 집에서 태어난 권삼복! 처음으로 자연산 이무기와 마주하게 된다.","Kwon Sam-bok, born in a unique Imoogi Baekjeong house! He encounters a wild Imoogi for the first time.",9.97,"15세 이용가","15+","스토리, 드라마","story, drama","2021.05.06 23:12",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=737839"
747666,"도를 아십니까","Do you know the way?","이건 / 요엘","This is / Joel","전래동화가 이렇게 꼬인다고? 제대로 약빤(?) 동화가 시작된다!전우치의 장손, 전우진의 신입 도사 도전기","Is this how a traditional fairy tale gets twisted? A proper fairy tale begins! The story of Jeon Woo-chi's eldest grandson, Jeon Woo-jin, challenging himself as a new Taoist.",9.91,"12세 이용가","12+","스토리, 판타지","story, fantasy","2021.06.14 23:11",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=747666"
773643,"도리내리","Dori Naeri","사영","Projection","신선의 인간 제자 사화는 변신술을 다루는 귀(鬼)인 다루를 만난다.그와의 만남을 통해 사화는 자신을 소망을 깨닫고 진정한 인간의 삶을 살고 싶다며 스승인 백화 신선에게 간청하고,스승은 사화에게 일어날 어떤 일을 짐작하고 이를 허락한다.때마침 황궁에서 인재를 뽑는다는 방이 마을에 붙고,사화는 가온이라는 사내와 함께 섬을 벗어나 황궁으로 가는 배에 올라타는데….","Sa-hwa, a human disciple of the immortal, meets Daru, a ghost who uses the magic of shape-shifting. Through his meeting with him, Sa-hwa realizes his wish and begs his master, the immortal Baekhwa, to live a truly human life. The master, anticipating what will happen to Sa-hwa, allows this. At that time, a notice is posted in the village that the palace is recruiting talented people, and Sa-hwa boards a ship to the palace with a man named Ga-on, leaving the island...",9.79,"","","스토리, 로맨스","story, romance","2021.06.28 00:00",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=773643"
690503,"도망자","fugitive","신영우","Shin Young-woo","감옥에 수감된 하태수, 그를 죽이려는 잭, 그를 지키려는 강정오.쫓고 쫓기는 세 명이, 차량전복으로 동시에 기억상실증에 걸리게 되는데...<키드갱> 신영우 작가의 코믹액션이 돌아왔다!","Tae-soo Ha, who is imprisoned, Jack who tries to kill him, and Jeong-oh Kang who tries to protect him. The three people who are chasing and being chased suffer from amnesia at the same time due to a car overturn... The comic action of <Kid Gang> writer Young-woo Shin is back!",9.88,"12세 이용가","12+","스토리, 판타지","story, fantasy","2021.04.17 23:09",TRUE,TRUE,"https://comic.naver.com/webtoon/list?titleId=690503"
761496,"도무지 그애는","I really don't know about that kid","게코","Gecko","생계를 위해 아르바이트 전선에 뛰어들었으나 계속 거절만 당한 무지는지푸라기라도 잡는 심정으로 오! 해피마트 시식 아르바이트를 시작한다.낯선 환경에 주눅이 들지만, 거칠었던 그 곳의 첫인상이 조금씩 바뀌어 가는데..세상을 배워가는 수많은 '그 애'들의 이야기","I jumped into the part-time job front to make a living, but I kept getting rejected, so I started working part-time at Oh! Happy Mart as a food tasting worker. I was intimidated by the unfamiliar environment, but my first impression of that rough place gradually changed... The story of countless 'those kids' learning about the world.",9.97,"12세 이용가","12+","스토리, 드라마","story, drama","2022.06.09 22:59",TRUE,FALSE,"https://comic.naver.com/webtoon/list?titleId=761496"
733277,"도사 가온","Taoist priest Gaon","김상민","Kim Sang-min","도사가 되고픈 소년 가온과 무명도사의 도술액션 모험판타지!","A fantasy action adventure about a boy named Gaon who wants to become a Taoist priest and an unknown Taoist priest!",9.92,"전체연령가","all ages","스토리, 판타지","story, fantasy","2022.12.30 22:54",FALSE,FALSE,"https://comic.naver.com/webtoon/list?titleId=733277"
